90	30
96	256
98	38
100	79
102	105
108	296
110	205
112	311
114	200
120	976
126	177
128	285
130	61
132	234
136	198
140	420
144	670
150	256
152	296
154	204
156	210
160	701
162	94
168	466
170	265
176	222
180	736
182	338
190	223
192	642
196	269
198	261
200	420
204	255
210	306
216	684
220	305
224	729
228	301
230	67
234	98
238	83
240	1037
242	122
250	53
252	629
256	293
260	192
264	325
266	289
270	355
272	326
276	64
280	619
286	295
288	834
290	60
294	86
300	364
304	410
306	301
308	361
310	47
312	518
320	735
322	90
324	377
330	337
336	573
340	403
342	459
344	52
348	76
350	125
352	632
360	1316
364	497
368	79
370	132
372	58
374	122
378	160
380	209
384	694
390	421
392	247
396	540
400	529
406	93
408	399
410	70
414	105
418	356
420	684
432	791
434	75
440	599
442	353
448	730
450	325
456	578
460	171
462	210
464	96
468	433
470	46
476	264
480	1485
484	137
486	110
490	154
492	55
494	210
496	95
500	186
504	733
506	135
510	274
512	263
516	67
518	76
520	421
522	111
528	415
530	61
532	471
540	785
544	457
546	205
550	189
552	355
558	105
560	721
564	64
568	55
570	485
572	298
574	76
576	808
578	195
580	176
588	326
590	58
592	83
594	224
600	843
602	90
608	543
610	112
612	622
616	384
620	177
624	646
630	447
636	63
638	131
640	660
644	259
646	441
648	758
650	223
656	91
658	81
660	568
666	100
670	56
672	950
680	613
682	121
684	732
686	73
688	129
690	225
696	360
700	435
702	106
704	587
708	78
714	90
720	1480
722	458
726	100
728	579
730	59
736	491
738	112
740	244
742	71
744	205
748	134
750	227
752	92
756	632
760	199
768	632
770	265
774	211
780	700
784	344
790	54
792	819
798	291
800	701
804	156
806	159
810	197
812	228
814	252
816	538
820	174
826	72
828	432
830	51
836	356
840	1207
846	99
848	76
850	257
852	66
854	102
858	129
864	1025
868	228
870	237
874	221
876	75
880	686
882	169
884	338
890	77
896	685
900	737
902	123
912	688
918	346
920	418
924	477
928	486
930	217
936	673
940	197
944	83
946	144
948	66
950	264
952	222
954	115
960	1422
962	158
968	116
970	54
972	376
976	73
980	406
984	269
988	241
990	459
992	280
994	80
996	71
1000	414
1008	861
1010	56
1012	159
1020	406
1022	62
1024	293
1026	350
1030	47
1032	345
1034	132
1036	272
1040	483
1044	411
1050	348
1054	178
1056	659
1060	193
1062	100
1064	443
1066	153
1068	83
1070	60
1072	83
1078	203
1080	1128
1088	499
1090	123
1092	525
1098	101
1100	327
1102	215
1104	424
1106	188
1110	220
1116	374
1120	982
1122	334
1128	217
1130	53
1134	190
1136	160
1140	653
1144	268
1148	265
1150	67
1152	752
1156	205
1160	399
1162	78
1164	96
1166	146
1168	91
1170	515
1176	606
1178	203
1180	175
1184	301
1188	645
1190	356
1200	962
1204	257
1206	95
1210	177
1212	62
1216	560
1218	73
1220	256
1222	158
1224	956
1230	182
1232	590
1236	151
1240	397
1242	111
1246	77
1248	821
1250	50
1254	340
1258	183
1260	989
1270	56
1272	219
1274	71
1276	137
1278	214
1280	688
1284	71
1288	275
1290	256
1292	400
1296	852
1298	134
1300	331
1302	82
1310	62
1312	533
1314	107
1316	257
1320	1081
1326	177
1328	102
1330	453
1332	383
1340	164
1342	283
1344	922
1350	381
1356	72
1358	79
1360	716
1364	125
1368	1057
1370	64
1372	220
1376	556
1378	160
1380	455
1386	135
1390	53
1392	493
1400	722
1404	402
1406	226
1408	586
1410	220
1414	70
1416	245
1422	106
1424	83
1428	313
1430	189
1440	1849
1444	464
1450	47
1452	198
1456	660
1458	199
1460	189
1464	178
1470	296
1472	473
1474	137
1476	404
1480	466
1482	252
1484	243
1488	287
1490	52
1494	104
1496	124
1498	83
1500	469
1504	502
1510	63
1512	927
1518	129
1520	197
1524	67
1526	77
1530	553
1534	148
1536	630
1540	584
1548	512
1550	71
1552	94
1554	170
1558	211
1560	1055
1562	111
1566	108
1568	520
1570	69
1572	76
1580	176
1582	100
1584	914
1590	266
1596	531
1600	689
1602	100
1606	117
1608	398
1610	234
1612	161
1616	107
1620	170
1624	225
1628	242
1630	55
1632	742
1634	456
1638	302
1640	405
1644	68
1648	216
1650	365
1652	239
1656	723
1660	201
1666	268
1668	63
1670	47
1672	380
1674	122
1680	1320
1690	425
1692	374
1694	205
1696	264
1700	420
1704	238
1708	240
1710	605
1712	87
1716	202
1722	79
1728	997
1730	55
1734	206
1736	237
1738	126
1740	415
1742	163
1744	99
1746	118
1748	214
1750	157
1752	340
1760	863
1764	619
1768	383
1770	224
1776	58
1778	87
1780	203
1782	208
1786	221
1788	69
1790	47
1792	743
1794	169
1800	1263
1802	220
1804	111
1806	90
1808	110
1810	62
1812	72
1818	124
1824	1109
1826	141
1830	249
1834	75
1836	584
1840	516
1846	152
1848	562
1850	63
1856	476
1860	442
1862	298
1870	406
1872	637
1880	421
1884	90
1888	408
1890	435
1892	139
1896	212
1900	407
1904	352
1908	426
1910	60
1914	137
1918	84
1920	1112
1924	157
1926	99
1930	58
1936	252
1938	235
1940	158
1944	552
1946	87
1950	248
1952	298
1956	75
1958	139
1960	671
1962	100
1968	323
1970	53
1974	70
1976	227
1980	823
1984	274
1988	232
1990	62
1992	199
2000	212
2002	143
2004	13
2010	32
2014	15
2016	7
